id,q,arm,n_relevant,top5,recall@1,recall@3,recall@5,recall@10,hit@1
q033,why keep a superseded record in the repository,placebo,1,docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
q033,why keep a superseded record in the repository,real,1,docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/adr-0019-calder-gateway.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,1.0,1.0,1.0,1.0,1
q033,why keep a superseded record in the repository,filtered,1,docs/adr-0007-helix-mesh.md|docs/policy-data-retention.md|docs/adr-0019-calder-gateway.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,1.0,1.0,1.0,1.0,1
q034,my alert paged at 3am but my service is internal,none,3,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/policy-data-retention.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md,0.3333,0.6667,1.0,1.0,1
q034,my alert paged at 3am but my service is internal,placebo,3,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/policy-data-retention.md|docs/guide-oncall-rota.md|docs/postmortem-checkout-outage.md,0.3333,0.6667,1.0,1.0,1
q034,my alert paged at 3am but my service is internal,real,3,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/policy-data-retention.md|docs/postmortem-checkout-outage.md,0.3333,1.0,1.0,1.0,1
q034,my alert paged at 3am but my service is internal,filtered,3,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/policy-data-retention.md|docs/postmortem-checkout-outage.md,0.3333,1.0,1.0,1.0,1
q035,I added a retry and things got worse,none,1,docs/guide-oncall-rota.md|docs/guide-onboarding.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.0,1.0,1.0,1.0,0
q035,I added a retry and things got worse,placebo,1,docs/guide-oncall-rota.md|docs/guide-onboarding.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.0,1.0,1.0,1.0,0
q035,I added a retry and things got worse,real,1,docs/guide-oncall-rota.md|docs/adr-0019-calder-gateway.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.0,1.0,1.0,1.0,0
q035,I added a retry and things got worse,filtered,1,docs/guide-oncall-rota.md|docs/adr-0019-calder-gateway.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.0,1.0,1.0,1.0,0
q036,who approves a change to the revenue path,none,2,docs/reference-deployment-tiers.md|docs/guide-oncall-rota.md|docs/guide-onboarding.md|docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md,0.5,0.5,0.5,0.5,1
q036,who approves a change to the revenue path,placebo,2,docs/reference-deployment-tiers.md|docs/guide-oncall-rota.md|docs/guide-onboarding.md|docs/adr-0007-helix-mesh.md|docs/adr-0019-calder-gateway.md,0.5,0.5,0.5,0.5,1
q036,who approves a change to the revenue path,real,2,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md,0.5,0.5,1.0,1.0,1
q036,who approves a change to the revenue path,filtered,2,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/guide-oncall-rota.md|docs/reference-calderctl.md|docs/adr-0019-calder-gateway.md,0.5,0.5,1.0,1.0,1
q037,what does the incident lead actually do,none,1,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-onboarding.md|docs/reference-deployment-tiers.md,1.0,1.0,1.0,1.0,1
q037,what does the incident lead actually do,placebo,1,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-onboarding.md|docs/reference-deployment-tiers.md,1.0,1.0,1.0,1.0,1
q037,what does the incident lead actually do,real,1,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
q037,what does the incident lead actually do,filtered,1,docs/guide-oncall-rota.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md,1.0,1.0,1.0,1.0,1
q038,where do I record my service data class,none,2,docs/policy-data-retention.md|docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md,0.0,0.5,1.0,1.0,0
q038,where do I record my service data class,placebo,2,docs/policy-data-retention.md|docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md,0.0,0.5,1.0,1.0,0
q038,where do I record my service data class,real,2,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/policy-data-retention.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md,0.0,0.5,1.0,1.0,0
q038,where do I record my service data class,filtered,2,docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/policy-data-retention.md|docs/reference-calderctl.md|docs/adr-0007-helix-mesh.md,0.0,0.5,1.0,1.0,0
q040,how long are backups kept,none,1,docs/policy-data-retention.md|docs/guide-onboarding.md,1.0,1.0,1.0,1.0,1
q040,how long are backups kept,placebo,1,docs/policy-data-retention.md|docs/guide-onboarding.md,1.0,1.0,1.0,1.0,1
q040,how long are backups kept,real,1,docs/policy-data-retention.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,1.0,1.0,1.0,1.0,1
q040,how long are backups kept,filtered,1,docs/policy-data-retention.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,1.0,1.0,1.0,1.0,1
q041,can I delete a customer record out of the backups,none,1,docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/guide-onboarding.md,1.0,1.0,1.0,1.0,1
q041,can I delete a customer record out of the backups,placebo,1,docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md,1.0,1.0,1.0,1.0,1
q041,can I delete a customer record out of the backups,real,1,docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/guide-onboarding.md,1.0,1.0,1.0,1.0,1
q041,can I delete a customer record out of the backups,filtered,1,docs/policy-data-retention.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/guide-onboarding.md,1.0,1.0,1.0,1.0,1
q043,we had a different retry policy in every service,none,1,docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q043,we had a different retry policy in every service,placebo,1,docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md,0.0,1.0,1.0,1.0,0
q043,we had a different retry policy in every service,real,1,docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/reference-calderctl.md|docs/guide-onboarding.md,0.0,1.0,1.0,1.0,0
q043,we had a different retry policy in every service,filtered,1,docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md|docs/reference-deployment-tiers.md|docs/reference-calderctl.md|docs/guide-onboarding.md,0.0,1.0,1.0,1.0,0
q044,why not use ebpf instead of a proxy,none,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.0,1.0,1.0,1.0,0
q044,why not use ebpf instead of a proxy,placebo,1,docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0019-calder-gateway.md|docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md,0.0,1.0,1.0,1.0,0
q044,why not use ebpf instead of a proxy,real,1,docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md,1.0,1.0,1.0,1.0,1
q044,why not use ebpf instead of a proxy,filtered,1,docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/runbook-mesh-rollback-legacy.md|docs/adr-0007-helix-mesh.md|docs/reference-calderctl.md,1.0,1.0,1.0,1.0,1
q045,what is the cheapest tier to start on,none,2,docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,0.5,1.0,1.0,1.0,1
q045,what is the cheapest tier to start on,placebo,2,docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/reference-calderctl.md,0.5,1.0,1.0,1.0,1
q045,what is the cheapest tier to start on,real,2,docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md,0.5,1.0,1.0,1.0,1
q045,what is the cheapest tier to start on,filtered,2,docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/runbook-gateway-rollback.md|docs/postmortem-checkout-outage.md|docs/adr-0007-helix-mesh.md,0.5,1.0,1.0,1.0,1
q046,how do we stop a slow dependency taking down checkout,none,2,docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q046,how do we stop a slow dependency taking down checkout,placebo,2,docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q046,how do we stop a slow dependency taking down checkout,real,2,docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,0.5,1.0,1.0,1.0,1
q046,how do we stop a slow dependency taking down checkout,filtered,2,docs/adr-0007-helix-mesh.md|docs/guide-onboarding.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/runbook-mesh-rollback-legacy.md,0.5,1.0,1.0,1.0,1
q047,blast radius of a bad config push,none,2,docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q047,blast radius of a bad config push,placebo,2,docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q047,blast radius of a bad config push,real,2,docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q047,blast radius of a bad config push,filtered,2,docs/adr-0019-calder-gateway.md|docs/runbook-gateway-rollback.md|docs/adr-0007-helix-mesh.md|docs/runbook-mesh-rollback-legacy.md|docs/guide-oncall-rota.md,0.5,1.0,1.0,1.0,1
q048,how do I tell if someone else is mid incident before I deploy,none,2,docs/guide-oncall-rota.md|docs/reference-calderctl.md|docs/guide-onboarding.md|docs/reference-deployment-tiers.md|docs/runbook-gateway-rollback.md,0.5,1.0,1.0,1.0,1
q048,how do I tell if someone else is mid incident before I deploy,placebo,2,docs/guide-oncall-rota.md|docs/reference-calderctl.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md,0.5,1.0,1.0,1.0,1
q048,how do I tell if someone else is mid incident before I deploy,real,2,docs/reference-calderctl.md|docs/guide-oncall-rota.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md,0.5,1.0,1.0,1.0,1
q048,how do I tell if someone else is mid incident before I deploy,filtered,2,docs/reference-calderctl.md|docs/guide-oncall-rota.md|docs/reference-deployment-tiers.md|docs/guide-onboarding.md|docs/runbook-gateway-rollback.md,0.5,1.0,1.0,1.0,1
q049,what did we promise to fix after the outage and did we,none,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/guide-oncall-rota.md|docs/guide-onboarding.md,0.0,1.0,1.0,1.0,0
q049,what did we promise to fix after the outage and did we,placebo,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/reference-deployment-tiers.md|docs/guide-oncall-rota.md|docs/guide-onboarding.md,0.0,1.0,1.0,1.0,0
q049,what did we promise to fix after the outage and did we,real,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/guide-oncall-rota.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md,0.0,1.0,1.0,1.0,0
q049,what did we promise to fix after the outage and did we,filtered,1,docs/adr-0007-helix-mesh.md|docs/postmortem-checkout-outage.md|docs/guide-oncall-rota.md|docs/reference-deployment-tiers.md|docs/adr-0019-calder-gateway.md,0.0,1.0,1.0,1.0,0
