query_id,query,cosine_arm64_vs_x86_64,int8_query_vector_identical,top5_arm64,top5_x86_64,orderings_match
g061,what are the four dispositions,1.000000000,1,docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md,docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md,1
g062,a trip from july 2025 is being audited. whose temperature record counts?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/11-decision-telematics-vendor-2026.md,docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/11-decision-telematics-vendor-2026.md,1
g063,who do i call at night in nagpur and who is the escalation group for patient critical stock?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/10-new-joiner-faq.md|docs/15-customer-notification-matrix-2026.md,docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/10-new-joiner-faq.md|docs/15-customer-notification-matrix-2026.md,1
g064,a lorry carrying chilled milk turns up very late. what happens to its booking?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/13-dock-scheduling-rules-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/13-dock-scheduling-rules-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md,1
g065,"which sensor ids cover the nagpur rooms, and who may change what they trigger on?",1.000000000,1,docs/10-new-joiner-faq.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/03-postmortem-nagpur-vaccine-excursion.md,docs/10-new-joiner-faq.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/03-postmortem-nagpur-vaccine-excursion.md,1
g066,where do damaged goods wait while somebody decides what happens to them?,1.000000000,1,docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/14-customer-notification-matrix-2025.md|docs/07-rate-card-and-surcharges.md,docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/14-customer-notification-matrix-2025.md|docs/07-rate-card-and-surcharges.md,1
g067,quarantine bay at guwahati,1.000000000,1,docs/13-dock-scheduling-rules-2026.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/10-new-joiner-faq.md,docs/13-dock-scheduling-rules-2026.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/10-new-joiner-faq.md,1
g068,how long can pharma pallets sit on an open dock,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/08-driver-hours-and-safety-policy.md,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/08-driver-hours-and-safety-policy.md,1
g069,add up what the tessaline move cost us one way or another,1.000000000,1,docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/05-decision-telematics-vendor-2023.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md,docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/05-decision-telematics-vendor-2023.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md,1
g070,"before the vendor switch, how often did the trackers report a reading",1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md,1
g071,how warm can milk crates get on a covered dock before QA has to be told?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md|docs/12-rate-card-2026-h2.md,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md|docs/12-rate-card-2026-h2.md,1
g072,the old wiki page gave pharma arrivals how long?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/14-customer-notification-matrix-2025.md,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/14-customer-notification-matrix-2025.md,1
g073,"what do we actually pay per truck per month, and what was the number that turned out to be wrong?",1.000000000,1,docs/07-rate-card-and-surcharges.md|docs/08-driver-hours-and-safety-policy.md|docs/12-rate-card-2026-h2.md|docs/11-decision-telematics-vendor-2026.md|docs/05-decision-telematics-vendor-2023.md,docs/07-rate-card-and-surcharges.md|docs/08-driver-hours-and-safety-policy.md|docs/12-rate-card-2026-h2.md|docs/11-decision-telematics-vendor-2026.md|docs/05-decision-telematics-vendor-2023.md,1
g074,what code does fleet control log an exception under,1.000000000,1,docs/08-driver-hours-and-safety-policy.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/01-sop-temperature-excursion.md,docs/08-driver-hours-and-safety-policy.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/01-sop-temperature-excursion.md,1
g075,what did it cost to get out of kalpa early,1.000000000,1,docs/05-decision-telematics-vendor-2023.md|docs/11-decision-telematics-vendor-2026.md|docs/12-rate-card-2026-h2.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md,docs/05-decision-telematics-vendor-2023.md|docs/11-decision-telematics-vendor-2026.md|docs/12-rate-card-2026-h2.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md,1
g076,RF-118's display was jumping about. did the night team handle it properly?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/03-postmortem-nagpur-vaccine-excursion.md,docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/03-postmortem-nagpur-vaccine-excursion.md,1
g077,what was the write off amount for the vaccine excursion,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/14-customer-notification-matrix-2025.md,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/14-customer-notification-matrix-2025.md,1
g078,what must nobody do to a probe just to make the display look normal?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md,1
g079,final PO number for the tessaline deal,1.000000000,1,docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/12-rate-card-2026-h2.md|docs/05-decision-telematics-vendor-2023.md,docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/12-rate-card-2026-h2.md|docs/05-decision-telematics-vendor-2023.md,1
g080,"back in the kalpa days, where did a cold room alarm actually land?",1.000000000,1,docs/01-sop-temperature-excursion.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/05-decision-telematics-vendor-2023.md|docs/10-new-joiner-faq.md|docs/11-decision-telematics-vendor-2026.md,docs/01-sop-temperature-excursion.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/05-decision-telematics-vendor-2023.md|docs/10-new-joiner-faq.md|docs/11-decision-telematics-vendor-2026.md,1
g081,what do i need to bring on my first day,1.000000000,1,docs/10-new-joiner-faq.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md,docs/10-new-joiner-faq.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md,1
g082,there is a trick in the handover log for staging alarms. is it allowed?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/13-dock-scheduling-rules-2026.md,docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/13-dock-scheduling-rules-2026.md,1
g083,an auditor is asking what the diesel surcharge rule was on the 2024 card. what was it?,1.000000000,1,docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/01-sop-temperature-excursion.md,docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/01-sop-temperature-excursion.md,1
g084,what makes frozen stock an excursion today?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,1
g085,how many vials were destroyed in the nagpur incident,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/15-customer-notification-matrix-2026.md,docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/15-customer-notification-matrix-2026.md,1
g086,night driving limit for one driver alone,1.000000000,1,docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/10-new-joiner-faq.md|docs/12-rate-card-2026-h2.md,docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/10-new-joiner-faq.md|docs/12-rate-card-2026-h2.md,1
g087,which lots were in the affected rotavirus consignment,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/12-rate-card-2026-h2.md,docs/15-customer-notification-matrix-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/12-rate-card-2026-h2.md,1
g088,what grace period did the 2021 dock page give?,1.000000000,1,docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md,docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md,1
g089,who puts their signature on the letter that goes to the client when medicine stock is affected?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md|docs/13-dock-scheduling-rules-2026.md,1
g090,how many people work at the guwahati DC?,1.000000000,1,docs/13-dock-scheduling-rules-2026.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/08-driver-hours-and-safety-policy.md,docs/13-dock-scheduling-rules-2026.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/08-driver-hours-and-safety-policy.md,1
g091,tessaline sensor id for the C2 room,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/14-customer-notification-matrix-2025.md,docs/01-sop-temperature-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/14-customer-notification-matrix-2025.md,1
g092,which SOP change came out of the march 2025 nagpur incident?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/11-decision-telematics-vendor-2026.md,docs/01-sop-temperature-excursion.md|docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/11-decision-telematics-vendor-2026.md,1
g093,how are guwahati slots booked these days?,1.000000000,1,docs/13-dock-scheduling-rules-2026.md|docs/10-new-joiner-faq.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md,docs/13-dock-scheduling-rules-2026.md|docs/10-new-joiner-faq.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md,1
g094,what is supposed to be inside the red sleeve,1.000000000,1,docs/10-new-joiner-faq.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/12-rate-card-2026-h2.md,docs/10-new-joiner-faq.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/12-rate-card-2026-h2.md,1
g095,milk on a covered dock — is the 7 degree 45 minute rule still usable?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/14-customer-notification-matrix-2025.md,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/14-customer-notification-matrix-2025.md,1
g096,did the two-person night watch on C2 ever actually happen?,1.000000000,1,docs/03-postmortem-nagpur-vaccine-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md,docs/03-postmortem-nagpur-vaccine-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/01-sop-temperature-excursion.md|docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md,1
g097,a quote is going out in august 2026. which rate card applies?,1.000000000,1,docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/05-decision-telematics-vendor-2023.md,docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/05-decision-telematics-vendor-2023.md,1
g098,how many people have to watch when medicine stock is written off?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/07-rate-card-and-surcharges.md,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/07-rate-card-and-surcharges.md,1
g099,which form does QA open the investigation in,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md|docs/07-rate-card-and-surcharges.md,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md|docs/07-rate-card-and-surcharges.md,1
g100,"how fast must a vaccine customer be told, and which document sets that today?",1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/08-driver-hours-and-safety-policy.md,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/08-driver-hours-and-safety-policy.md,1
g101,who do i escalate to at each of the three DCs?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/08-driver-hours-and-safety-policy.md,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/08-driver-hours-and-safety-policy.md,1
g102,which amount must NOT be set off against the monthly telematics charges?,1.000000000,1,docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md,docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md,1
g103,paneer is at 5.5 C — excursion or not?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md,docs/01-sop-temperature-excursion.md|docs/12-rate-card-2026-h2.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md,1
g104,how many pallets does the coimbatore quarantine bay hold?,1.000000000,1,docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/05-decision-telematics-vendor-2023.md,docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/01-sop-temperature-excursion.md|docs/05-decision-telematics-vendor-2023.md,1
g105,the qa-shared mailbox keeps coming up. who says use it and who says do not?,1.000000000,1,docs/07-rate-card-and-surcharges.md|docs/01-sop-temperature-excursion.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md,docs/07-rate-card-and-surcharges.md|docs/01-sop-temperature-excursion.md|docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md,1
g106,nobody picked up the phone at the client's end. what now?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/11-decision-telematics-vendor-2026.md,docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/11-decision-telematics-vendor-2026.md,1
g107,the SOP and the sensor file disagree on the vaccine high limit. which is right?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/12-rate-card-2026-h2.md,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/12-rate-card-2026-h2.md,1
g108,what is the salary band for a night shift lead?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/10-new-joiner-faq.md|docs/08-driver-hours-and-safety-policy.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,docs/01-sop-temperature-excursion.md|docs/10-new-joiner-faq.md|docs/08-driver-hours-and-safety-policy.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,1
g109,"what did the 2023 vendor decision conclude, and on what numbers?",1.000000000,1,docs/11-decision-telematics-vendor-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,docs/11-decision-telematics-vendor-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,1
g110,how long can they drive before a break is due,1.000000000,1,docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md,docs/08-driver-hours-and-safety-policy.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md,1
g111,spoilage register number,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md,docs/01-sop-temperature-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md,1
g112,somebody thinks a probe is lying. what are they meant to do with it?,1.000000000,1,docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md,docs/14-customer-notification-matrix-2025.md|docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/13-dock-scheduling-rules-2026.md,1
g113,what penalty does tessaline pay if it misses an uptime target?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md,docs/15-customer-notification-matrix-2026.md|docs/05-decision-telematics-vendor-2023.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/07-rate-card-and-surcharges.md,1
g114,two documents give different times for the ammonia defrost. which two and what do they say?,1.000000000,1,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md,docs/15-customer-notification-matrix-2026.md|docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md,1
g115,why did dry ice get more expensive?,1.000000000,1,docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md,docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/13-dock-scheduling-rules-2026.md|docs/15-customer-notification-matrix-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md,1
g116,was the night alert condition revathi asked for ever proved?,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/03-postmortem-nagpur-vaccine-excursion.md,docs/01-sop-temperature-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/08-driver-hours-and-safety-policy.md|docs/03-postmortem-nagpur-vaccine-excursion.md,1
g117,i am quoting a new dairy contract this week. what diesel surcharge goes on it?,1.000000000,1,docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md,docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md|docs/15-customer-notification-matrix-2026.md|docs/14-customer-notification-matrix-2025.md|docs/08-driver-hours-and-safety-policy.md,1
g118,what is dockwise and why could the new joiners not open it?,1.000000000,1,docs/10-new-joiner-faq.md|docs/13-dock-scheduling-rules-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/03-postmortem-nagpur-vaccine-excursion.md,docs/10-new-joiner-faq.md|docs/13-dock-scheduling-rules-2026.md|docs/01-sop-temperature-excursion.md|docs/07-rate-card-and-surcharges.md|docs/03-postmortem-nagpur-vaccine-excursion.md,1
g119,when is frozen food an excursion,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md,docs/01-sop-temperature-excursion.md|docs/13-dock-scheduling-rules-2026.md|docs/03-postmortem-nagpur-vaccine-excursion.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md,1
g120,what high limit does the sensor file give for paneer,1.000000000,1,docs/01-sop-temperature-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,docs/01-sop-temperature-excursion.md|docs/11-decision-telematics-vendor-2026.md|docs/15-customer-notification-matrix-2026.md|docs/07-rate-card-and-surcharges.md|docs/12-rate-card-2026-h2.md,1
