id	rung	band	answerable	rank1	rank2	rank3	rank4	rank5
g025	rung-00500	weak	true	ext/sibling/a02-vantorix-sensor-thresholds.yaml	seed/10-new-joiner-faq.md	seed/04-night-shift-handover-log.txt	ext/sibling/00033-sop.md	ext/sibling/00219-sop.md
g025	rung-01000	weak	true	ext/sibling/a02-vantorix-sensor-thresholds.yaml	seed/10-new-joiner-faq.md	seed/04-night-shift-handover-log.txt	ext/sibling/00033-sop.md	ext/sibling/00219-sop.md
g026	rung-seed	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/archive/a05-induction-checklist-2020.txt	seed/06-re-fw-telematics-cutover.eml	seed/13-dock-scheduling-rules-2026.md	seed/08-driver-hours-and-safety-policy.md
g026	rung-00100	grounded	true	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a10-vantorix-it-access.md	ext/sibling/00026-hours.md	seed/06-re-fw-telematics-cutover.eml	ext/sibling/a03-petrichor-postmortem-insulin.md
g026	rung-00200	grounded	true	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a10-vantorix-it-access.md	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	seed/06-re-fw-telematics-cutover.eml
g026	rung-00500	grounded	true	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a10-vantorix-it-access.md	seed/06-re-fw-telematics-cutover.eml	ext/sibling/00446-hours.md	ext/sibling/00376-hours.md
g026	rung-01000	grounded	true	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a10-vantorix-it-access.md	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	seed/02-sensor-thresholds.yaml
g027	rung-seed	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/13-dock-scheduling-rules-2026.md	seed/12-rate-card-2026-h2.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/11-decision-telematics-vendor-2026.md
g027	rung-00100	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	ext/sibling/00006-decision.md	ext/sibling/00059-decision.md	seed/archive/a01-sop-temperature-excursion-rev2.md
g027	rung-00200	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	ext/sibling/00006-decision.md	ext/sibling/00146-decision.md	ext/sibling/00059-decision.md
g027	rung-00500	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	ext/sibling/00173-decision.md	ext/sibling/00216-decision.md	ext/sibling/00006-decision.md
g027	rung-01000	partial	true	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/11-decision-telematics-vendor-2026.md	seed/12-rate-card-2026-h2.md	ext/sibling/00479-decision.md	ext/sibling/00173-decision.md
g028	rung-seed	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	seed/01-sop-temperature-excursion.md	seed/04-night-shift-handover-log.txt
g028	rung-00100	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	ext/sibling/a05-norvell-telematics-decision-2026.md	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a10-vantorix-it-access.md
g028	rung-00200	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/sibling/a05-norvell-telematics-decision-2026.md	ext/adjacent/a10-vantorix-it-access.md
g028	rung-00500	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a10-vantorix-it-access.md	ext/sibling/a05-norvell-telematics-decision-2026.md
g028	rung-01000	partial	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	ext/adjacent/a10-vantorix-it-access.md	ext/sibling/a05-norvell-telematics-decision-2026.md
g029	rung-seed	partial	true	seed/09-dock-scheduling-wiki-export.html	seed/13-dock-scheduling-rules-2026.md	seed/08-driver-hours-and-safety-policy.md	seed/04-night-shift-handover-log.txt	seed/archive/a02-kalpa-alert-routing-guide-2021.md
g029	rung-00100	partial	true	seed/13-dock-scheduling-rules-2026.md	ext/sibling/a07-halberd-dock-wiki.html	seed/09-dock-scheduling-wiki-export.html	ext/filler/00042-chess.md	ext/filler/00048-chess.md
g029	rung-00200	partial	true	ext/sibling/a07-halberd-dock-wiki.html	ext/filler/00108-chess.md	ext/filler/00042-chess.md	ext/filler/00102-chess.md	ext/filler/00048-chess.md
g029	rung-00500	partial	true	ext/sibling/a07-halberd-dock-wiki.html	ext/filler/00288-chess.md	ext/filler/00348-chess.md	ext/filler/00108-chess.md	ext/filler/00162-chess.md
g029	rung-01000	partial	true	ext/sibling/a07-halberd-dock-wiki.html	seed/09-dock-scheduling-wiki-export.html	ext/filler/00528-chess.md	ext/filler/00288-chess.md	ext/filler/00888-chess.md
g030	rung-seed	partial	true	seed/04-night-shift-handover-log.txt	seed/09-dock-scheduling-wiki-export.html	seed/13-dock-scheduling-rules-2026.md	seed/12-rate-card-2026-h2.md	seed/archive/a05-induction-checklist-2020.txt
g030	rung-00100	weak	true	seed/09-dock-scheduling-wiki-export.html	seed/04-night-shift-handover-log.txt	seed/13-dock-scheduling-rules-2026.md	ext/sibling/a07-halberd-dock-wiki.html	seed/12-rate-card-2026-h2.md
g030	rung-00200	grounded	true	seed/09-dock-scheduling-wiki-export.html	seed/04-night-shift-handover-log.txt	seed/13-dock-scheduling-rules-2026.md	ext/sibling/a07-halberd-dock-wiki.html	seed/12-rate-card-2026-h2.md
g030	rung-00500	grounded	true	seed/09-dock-scheduling-wiki-export.html	seed/13-dock-scheduling-rules-2026.md	seed/04-night-shift-handover-log.txt	ext/sibling/a07-halberd-dock-wiki.html	seed/12-rate-card-2026-h2.md
g030	rung-01000	grounded	true	seed/09-dock-scheduling-wiki-export.html	seed/13-dock-scheduling-rules-2026.md	seed/04-night-shift-handover-log.txt	ext/sibling/a07-halberd-dock-wiki.html	ext/adjacent/a10-vantorix-it-access.md
g031	rung-seed	partial	true	seed/10-new-joiner-faq.md	seed/04-night-shift-handover-log.txt	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/08-driver-hours-and-safety-policy.md	seed/archive/a05-induction-checklist-2020.txt
g031	rung-00100	partial	true	seed/10-new-joiner-faq.md	ext/archive/00055-sop-retired.md	seed/04-night-shift-handover-log.txt	ext/archive/00035-notification-retired.md	ext/archive/00005-decision-retired.md
g031	rung-00200	partial	true	seed/10-new-joiner-faq.md	ext/archive/00125-sop-retired.md	ext/archive/00055-sop-retired.md	seed/04-night-shift-handover-log.txt	ext/adjacent/a13-halberd-insurance-claim.eml
g031	rung-00500	partial	true	seed/10-new-joiner-faq.md	ext/archive/00125-sop-retired.md	ext/archive/00405-sop-retired.md	ext/archive/00195-sop-retired.md	ext/archive/00265-sop-retired.md
g031	rung-01000	partial	true	seed/10-new-joiner-faq.md	ext/archive/00545-sop-retired.md	ext/archive/00475-sop-retired.md	ext/archive/00615-sop-retired.md	ext/archive/00895-sop-retired.md
g032	rung-seed	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/01-sop-temperature-excursion.md	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/04-night-shift-handover-log.txt
g032	rung-00100	partial	true	ext/adjacent/a10-vantorix-it-access.md	ext/filler/00042-chess.md	ext/filler/00048-chess.md	ext/adjacent/a13-halberd-insurance-claim.eml	ext/filler/00052-bicycle.txt
g032	rung-00200	partial	true	ext/adjacent/a10-vantorix-it-access.md	ext/filler/00108-chess.md	ext/filler/00042-chess.md	ext/filler/00102-chess.md	ext/filler/00048-chess.md
g032	rung-00500	partial	true	ext/adjacent/a10-vantorix-it-access.md	ext/adjacent/a13-halberd-insurance-claim.eml	ext/filler/00288-chess.md	ext/filler/00348-chess.md	ext/filler/00108-chess.md
g032	rung-01000	partial	true	ext/adjacent/a10-vantorix-it-access.md	ext/adjacent/a13-halberd-insurance-claim.eml	ext/filler/a15-release-notes-tilecutter.md	ext/filler/00528-chess.md	ext/filler/00288-chess.md
g033	rung-seed	grounded	true	seed/01-sop-temperature-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/02-sensor-thresholds.yaml	seed/13-dock-scheduling-rules-2026.md
g033	rung-00100	weak	true	ext/sibling/00046-quarantine.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	ext/sibling/00010-postmortem.md	ext/sibling/00043-postmortem.md
g033	rung-00200	weak	true	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/00046-quarantine.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	ext/sibling/00126-sop.md	seed/01-sop-temperature-excursion.md
g033	rung-00500	weak	true	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/00346-postmortem.md	ext/sibling/00276-postmortem.md	ext/sibling/00283-postmortem.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md
g033	rung-01000	weak	true	seed/03-postmortem-nagpur-vaccine-excursion.md	ext/sibling/00550-postmortem.md	ext/sibling/00346-postmortem.md	ext/sibling/00276-postmortem.md	ext/sibling/00529-postmortem.md
g034	rung-seed	weak	true	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt	seed/13-dock-scheduling-rules-2026.md	seed/09-dock-scheduling-wiki-export.html
g034	rung-00100	grounded	true	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt	seed/09-dock-scheduling-wiki-export.html	seed/13-dock-scheduling-rules-2026.md
g034	rung-00200	weak	true	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a07-halberd-dock-wiki.html
g034	rung-00500	weak	true	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a07-halberd-dock-wiki.html
g034	rung-01000	weak	true	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a07-halberd-dock-wiki.html
g035	rung-seed	weak	true	seed/04-night-shift-handover-log.txt	seed/13-dock-scheduling-rules-2026.md	seed/07-rate-card-and-surcharges.md	seed/08-driver-hours-and-safety-policy.md	seed/12-rate-card-2026-h2.md
g035	rung-00100	weak	true	seed/04-night-shift-handover-log.txt	seed/13-dock-scheduling-rules-2026.md	seed/07-rate-card-and-surcharges.md	ext/archive/a20-braidwood-rate-card-2023.md	ext/sibling/a06-braidwood-rate-card-2026.md
g035	rung-00200	weak	true	seed/04-night-shift-handover-log.txt	seed/13-dock-scheduling-rules-2026.md	seed/07-rate-card-and-surcharges.md	ext/archive/a20-braidwood-rate-card-2023.md	ext/sibling/a06-braidwood-rate-card-2026.md
g035	rung-00500	weak	true	seed/04-night-shift-handover-log.txt	seed/07-rate-card-and-surcharges.md	seed/13-dock-scheduling-rules-2026.md	ext/archive/a20-braidwood-rate-card-2023.md	ext/sibling/a06-braidwood-rate-card-2026.md
g035	rung-01000	weak	true	seed/04-night-shift-handover-log.txt	seed/07-rate-card-and-surcharges.md	seed/13-dock-scheduling-rules-2026.md	ext/archive/a20-braidwood-rate-card-2023.md	ext/sibling/a06-braidwood-rate-card-2026.md
g036	rung-seed	partial	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/01-sop-temperature-excursion.md	seed/11-decision-telematics-vendor-2026.md
g036	rung-00100	partial	true	ext/sibling/00026-hours.md	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/archive/a01-sop-temperature-excursion-rev2.md	ext/sibling/00033-sop.md
g036	rung-00200	partial	true	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/archive/a01-sop-temperature-excursion-rev2.md
g036	rung-00500	partial	true	ext/sibling/00446-hours.md	ext/sibling/00376-hours.md	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	ext/sibling/00236-hours.md
g036	rung-01000	partial	true	ext/sibling/00936-hours.md	ext/sibling/00446-hours.md	ext/sibling/00586-hours.md	ext/sibling/00866-hours.md	ext/sibling/00796-hours.md
g037	rung-seed	partial	true	seed/04-night-shift-handover-log.txt	seed/02-sensor-thresholds.yaml	seed/10-new-joiner-faq.md	seed/06-re-fw-telematics-cutover.eml	seed/01-sop-temperature-excursion.md
g037	rung-00100	partial	true	seed/04-night-shift-handover-log.txt	seed/02-sensor-thresholds.yaml	seed/06-re-fw-telematics-cutover.eml	seed/10-new-joiner-faq.md	seed/11-decision-telematics-vendor-2026.md
g037	rung-00200	partial	true	seed/04-night-shift-handover-log.txt	seed/02-sensor-thresholds.yaml	seed/06-re-fw-telematics-cutover.eml	seed/10-new-joiner-faq.md	seed/11-decision-telematics-vendor-2026.md
g037	rung-00500	partial	true	seed/04-night-shift-handover-log.txt	seed/02-sensor-thresholds.yaml	seed/06-re-fw-telematics-cutover.eml	seed/10-new-joiner-faq.md	ext/sibling/00426-decision.md
g037	rung-01000	partial	true	seed/04-night-shift-handover-log.txt	seed/02-sensor-thresholds.yaml	seed/06-re-fw-telematics-cutover.eml	seed/10-new-joiner-faq.md	seed/11-decision-telematics-vendor-2026.md
g038	rung-seed	partial	true	seed/04-night-shift-handover-log.txt	seed/12-rate-card-2026-h2.md	seed/06-re-fw-telematics-cutover.eml	seed/07-rate-card-and-surcharges.md	seed/05-decision-telematics-vendor-2023.md
g038	rung-00100	partial	true	ext/filler/00028-release-notes.md	ext/filler/00022-release-notes.md	ext/filler/a16-ward-notice.html	seed/04-night-shift-handover-log.txt	seed/12-rate-card-2026-h2.md
g038	rung-00200	partial	true	ext/filler/a16-ward-notice.html	ext/filler/00028-release-notes.md	ext/filler/00148-release-notes.md	ext/filler/00088-release-notes.md	ext/filler/00022-release-notes.md
g038	rung-00500	partial	true	ext/filler/a16-ward-notice.html	ext/filler/00028-release-notes.md	ext/filler/00442-release-notes.md	ext/filler/00448-release-notes.md	ext/filler/00322-release-notes.md
g038	rung-01000	partial	true	ext/filler/a16-ward-notice.html	ext/filler/00028-release-notes.md	ext/filler/00442-release-notes.md	ext/filler/00928-release-notes.md	ext/filler/00448-release-notes.md
g039	rung-seed	partial	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	seed/04-night-shift-handover-log.txt	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt
g039	rung-00100	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00026-hours.md	ext/archive/00025-hours-retired.md	ext/archive/00035-notification-retired.md
g039	rung-00200	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	ext/archive/00095-hours-retired.md
g039	rung-00500	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00446-hours.md	ext/sibling/00376-hours.md	ext/sibling/00026-hours.md
g039	rung-01000	grounded	true	seed/archive/a04-driver-hours-policy-2019.md	ext/archive/00725-hours-retired.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/00936-hours.md	ext/sibling/00446-hours.md
g040	rung-seed	partial	true	seed/08-driver-hours-and-safety-policy.md	seed/09-dock-scheduling-wiki-export.html	seed/04-night-shift-handover-log.txt	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md
g040	rung-00100	weak	true	ext/sibling/a04-okapi-night-handover.txt	ext/sibling/a07-halberd-dock-wiki.html	seed/09-dock-scheduling-wiki-export.html	seed/08-driver-hours-and-safety-policy.md	ext/sibling/a08-sundari-notification-matrix.md
g040	rung-00200	grounded	true	ext/sibling/a04-okapi-night-handover.txt	ext/sibling/a07-halberd-dock-wiki.html	seed/08-driver-hours-and-safety-policy.md	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a08-sundari-notification-matrix.md
g040	rung-00500	grounded	true	ext/sibling/a04-okapi-night-handover.txt	ext/sibling/a07-halberd-dock-wiki.html	seed/08-driver-hours-and-safety-policy.md	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a08-sundari-notification-matrix.md
g040	rung-01000	grounded	true	ext/sibling/a04-okapi-night-handover.txt	ext/sibling/a07-halberd-dock-wiki.html	seed/08-driver-hours-and-safety-policy.md	seed/09-dock-scheduling-wiki-export.html	ext/sibling/a08-sundari-notification-matrix.md
g041	rung-seed	weak	true	seed/01-sop-temperature-excursion.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/15-customer-notification-matrix-2026.md	seed/02-sensor-thresholds.yaml
g041	rung-00100	weak	true	ext/sibling/a03-petrichor-postmortem-insulin.md	ext/sibling/00033-sop.md	ext/sibling/a01-marrowbeck-excursion-sop.md	seed/01-sop-temperature-excursion.md	seed/archive/a01-sop-temperature-excursion-rev2.md
g041	rung-00200	weak	true	ext/sibling/a03-petrichor-postmortem-insulin.md	ext/sibling/00033-sop.md	ext/sibling/00060-sop.md	ext/sibling/a01-marrowbeck-excursion-sop.md	seed/01-sop-temperature-excursion.md
g041	rung-00500	weak	true	ext/sibling/a03-petrichor-postmortem-insulin.md	ext/sibling/00033-sop.md	ext/sibling/00300-sop.md	ext/sibling/00060-sop.md	ext/sibling/00289-postmortem.md
g041	rung-01000	weak	true	ext/sibling/a03-petrichor-postmortem-insulin.md	ext/sibling/00709-postmortem.md	ext/sibling/00033-sop.md	ext/sibling/00943-postmortem.md	ext/sibling/00289-postmortem.md
g042	rung-seed	grounded	true	seed/05-decision-telematics-vendor-2023.md	seed/06-re-fw-telematics-cutover.eml	seed/11-decision-telematics-vendor-2026.md	seed/12-rate-card-2026-h2.md	seed/04-night-shift-handover-log.txt
g042	rung-00100	weak	true	ext/sibling/00059-decision.md	ext/sibling/00006-decision.md	ext/sibling/00020-decision.md	ext/sibling/00053-decision.md	ext/archive/a19-norvell-telematics-decision-2022.md
g042	rung-00200	weak	true	ext/sibling/00146-decision.md	ext/sibling/00059-decision.md	ext/sibling/00006-decision.md	ext/sibling/00020-decision.md	ext/sibling/00080-decision.md
g042	rung-00500	weak	true	ext/sibling/00216-decision.md	ext/sibling/00359-decision.md	ext/sibling/00299-decision.md	ext/sibling/00146-decision.md	ext/sibling/00413-decision.md
g042	rung-01000	weak	true	ext/sibling/00216-decision.md	ext/sibling/00566-decision.md	ext/sibling/00359-decision.md	ext/sibling/00299-decision.md	ext/sibling/00146-decision.md
g043	rung-seed	partial	true	seed/01-sop-temperature-excursion.md	seed/11-decision-telematics-vendor-2026.md	seed/13-dock-scheduling-rules-2026.md	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md
g043	rung-00100	partial	true	seed/archive/a04-driver-hours-policy-2019.md	seed/01-sop-temperature-excursion.md	ext/filler/a15-release-notes-tilecutter.md	ext/sibling/a02-vantorix-sensor-thresholds.yaml	ext/sibling/a08-sundari-notification-matrix.md
g043	rung-00200	partial	true	seed/archive/a04-driver-hours-policy-2019.md	ext/sibling/a08-sundari-notification-matrix.md	seed/01-sop-temperature-excursion.md	ext/filler/a15-release-notes-tilecutter.md	seed/08-driver-hours-and-safety-policy.md
g043	rung-00500	partial	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/a08-sundari-notification-matrix.md	ext/filler/a15-release-notes-tilecutter.md	seed/01-sop-temperature-excursion.md
g043	rung-01000	partial	true	seed/archive/a04-driver-hours-policy-2019.md	seed/08-driver-hours-and-safety-policy.md	ext/sibling/a08-sundari-notification-matrix.md	ext/filler/a15-release-notes-tilecutter.md	seed/01-sop-temperature-excursion.md
g044	rung-seed	weak	true	seed/15-customer-notification-matrix-2026.md	seed/14-customer-notification-matrix-2025.md	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/01-sop-temperature-excursion.md	seed/13-dock-scheduling-rules-2026.md
g044	rung-00100	weak	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00050-notification.md	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md	ext/sibling/00023-notification.md
g044	rung-00200	weak	true	ext/sibling/00050-notification.md	ext/sibling/00083-notification.md	ext/sibling/a08-sundari-notification-matrix.md	seed/14-customer-notification-matrix-2025.md	seed/15-customer-notification-matrix-2026.md
g044	rung-00500	weak	true	ext/sibling/00050-notification.md	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00269-notification.md	ext/sibling/00083-notification.md	ext/sibling/00170-notification.md
g044	rung-01000	weak	true	ext/sibling/a08-sundari-notification-matrix.md	ext/sibling/00050-notification.md	ext/sibling/00863-notification.md	ext/sibling/00736-notification.md	ext/sibling/00683-notification.md
g045	rung-seed	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	seed/04-night-shift-handover-log.txt	seed/archive/a01-sop-temperature-excursion-rev2.md
g045	rung-00100	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	ext/adjacent/a14-sundari-onboarding.html	seed/04-night-shift-handover-log.txt
g045	rung-00200	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	ext/adjacent/a14-sundari-onboarding.html	seed/04-night-shift-handover-log.txt
g045	rung-00500	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	ext/adjacent/a14-sundari-onboarding.html	seed/archive/a01-sop-temperature-excursion-rev2.md
g045	rung-01000	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/06-re-fw-telematics-cutover.eml	seed/05-decision-telematics-vendor-2023.md	ext/adjacent/a14-sundari-onboarding.html	seed/archive/a01-sop-temperature-excursion-rev2.md
g046	rung-seed	partial	true	seed/11-decision-telematics-vendor-2026.md	seed/10-new-joiner-faq.md	seed/14-customer-notification-matrix-2025.md	seed/archive/a01-sop-temperature-excursion-rev2.md	seed/archive/a05-induction-checklist-2020.txt
g046	rung-00100	partial	true	seed/10-new-joiner-faq.md	ext/adjacent/a14-sundari-onboarding.html	seed/15-customer-notification-matrix-2026.md	seed/11-decision-telematics-vendor-2026.md	seed/14-customer-notification-matrix-2025.md
g046	rung-00200	partial	true	seed/10-new-joiner-faq.md	seed/15-customer-notification-matrix-2026.md	ext/adjacent/a14-sundari-onboarding.html	seed/14-customer-notification-matrix-2025.md	seed/04-night-shift-handover-log.txt
g046	rung-00500	partial	true	seed/10-new-joiner-faq.md	seed/15-customer-notification-matrix-2026.md	ext/adjacent/a14-sundari-onboarding.html	seed/14-customer-notification-matrix-2025.md	seed/04-night-shift-handover-log.txt
g046	rung-01000	partial	true	seed/10-new-joiner-faq.md	seed/15-customer-notification-matrix-2026.md	seed/14-customer-notification-matrix-2025.md	seed/04-night-shift-handover-log.txt	ext/adjacent/a14-sundari-onboarding.html
g047	rung-seed	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/09-dock-scheduling-wiki-export.html	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/01-sop-temperature-excursion.md	seed/02-sensor-thresholds.yaml
g047	rung-00100	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/09-dock-scheduling-wiki-export.html	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/02-sensor-thresholds.yaml	ext/adjacent/a11-petrichor-hr-leave.md
g047	rung-00200	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/09-dock-scheduling-wiki-export.html	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/02-sensor-thresholds.yaml	ext/adjacent/a11-petrichor-hr-leave.md
g047	rung-00500	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/09-dock-scheduling-wiki-export.html	seed/02-sensor-thresholds.yaml	ext/adjacent/a11-petrichor-hr-leave.md
g047	rung-01000	partial	true	seed/13-dock-scheduling-rules-2026.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/09-dock-scheduling-wiki-export.html	seed/02-sensor-thresholds.yaml	seed/archive/a05-induction-checklist-2020.txt
g048	rung-seed	partial	true	seed/04-night-shift-handover-log.txt	seed/08-driver-hours-and-safety-policy.md	seed/13-dock-scheduling-rules-2026.md	seed/06-re-fw-telematics-cutover.eml	seed/03-postmortem-nagpur-vaccine-excursion.md
g048	rung-00100	partial	true	seed/04-night-shift-handover-log.txt	ext/sibling/00026-hours.md	ext/sibling/a04-okapi-night-handover.txt	seed/08-driver-hours-and-safety-policy.md	seed/13-dock-scheduling-rules-2026.md
g048	rung-00200	partial	true	seed/04-night-shift-handover-log.txt	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md	ext/sibling/a04-okapi-night-handover.txt	seed/08-driver-hours-and-safety-policy.md
g048	rung-00500	partial	true	seed/04-night-shift-handover-log.txt	ext/sibling/00446-hours.md	ext/sibling/00376-hours.md	ext/sibling/00026-hours.md	ext/sibling/00096-hours.md
g048	rung-01000	partial	true	seed/04-night-shift-handover-log.txt	ext/sibling/00936-hours.md	ext/sibling/00446-hours.md	ext/sibling/00586-hours.md	ext/sibling/00866-hours.md
g049	rung-seed	grounded	true	seed/10-new-joiner-faq.md	seed/01-sop-temperature-excursion.md	seed/archive/a05-induction-checklist-2020.txt	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/06-re-fw-telematics-cutover.eml
g049	rung-00100	grounded	true	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/06-re-fw-telematics-cutover.eml	seed/03-postmortem-nagpur-vaccine-excursion.md
g049	rung-00200	grounded	true	seed/10-new-joiner-faq.md	seed/archive/a05-induction-checklist-2020.txt	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a02-kalpa-alert-routing-guide-2021.md	seed/archive/a03-dock-scheduling-wiki-2021.html
g049	rung-00500	grounded	true	seed/10-new-joiner-faq.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/archive/a05-induction-checklist-2020.txt	seed/06-re-fw-telematics-cutover.eml
g049	rung-01000	grounded	true	seed/10-new-joiner-faq.md	seed/archive/a03-dock-scheduling-wiki-2021.html	seed/03-postmortem-nagpur-vaccine-excursion.md	seed/06-re-fw-telematics-cutover.eml	seed/archive/a05-induction-checklist-2020.txt
g050	rung-seed	partial	true	seed/14-customer-notification-matrix-2025.md	seed/13-dock-scheduling-rules-2026.md	seed/11-decision-telematics-vendor-2026.md	seed/08-driver-hours-and-safety-policy.md	seed/archive/a05-induction-checklist-2020.txt
